"knot_id" "number_of_crossings" "is_alternating" "signature" "s-value"
"509" "KhPolQ_K12n_17" 12 0 2 -2
"510" "KhPolQ_K12n_17!" 12 0 -2 2
"511" "KhPolQ_K12n_18" 12 0 0 0
"512" "KhPolQ_K12n_18!" 12 0 0 0
"513" "KhPolQ_K12n_19" 12 0 0 0
"514" "KhPolQ_K12n_19!" 12 0 0 0
"515" "KhPolQ_K12n_20" 12 0 2 0
"516" "KhPolQ_K12n_20!" 12 0 -2 0
"517" "KhPolQ_K12n_21" 12 0 -2 2
"518" "KhPolQ_K12n_21!" 12 0 2 -2
"519" "KhPolQ_K12n_22" 12 0 0 0
"520" "KhPolQ_K12n_22!" 12 0 0 0
"521" "KhPolQ_K12n_23" 12 0 0 0
"522" "KhPolQ_K12n_23!" 12 0 0 0
"523" "KhPolQ_K12n_24" 12 0 0 0
"524" "KhPolQ_K12n_24!" 12 0 0 0
"525" "KhPolQ_K12n_25" 12 0 2 0
"526" "KhPolQ_K12n_25!" 12 0 -2 0
"527" "KhPolQ_K12n_26" 12 0 0 0
"528" "KhPolQ_K12n_26!" 12 0 0 0
"529" "KhPolQ_K12n_27" 12 0 -2 2
"530" "KhPolQ_K12n_27!" 12 0 2 -2
"531" "KhPolQ_K12n_28" 12 0 0 0
"532" "KhPolQ_K12n_28!" 12 0 0 0
"533" "KhPolQ_K12n_29" 12 0 -2 2
"534" "KhPolQ_K12n_29!" 12 0 2 -2
"535" "KhPolQ_K12n_30" 12 0 0 0
"536" "KhPolQ_K12n_30!" 12 0 0 0
"537" "KhPolQ_K12n_31" 12 0 0 0
"538" "KhPolQ_K12n_31!" 12 0 0 0
"539" "KhPolQ_K12n_32" 12 0 0 0
"540" "KhPolQ_K12n_32!" 12 0 0 0
"541" "KhPolQ_K12n_33" 12 0 -2 2
"542" "KhPolQ_K12n_33!" 12 0 2 -2
"543" "KhPolQ_K12n_34" 12 0 0 0
"544" "KhPolQ_K12n_34!" 12 0 0 0
"545" "KhPolQ_K12n_35" 12 0 0 0
"546" "KhPolQ_K12n_35!" 12 0 0 0
"547" "KhPolQ_K12n_36" 12 0 2 -2
"548" "KhPolQ_K12n_36!" 12 0 -2 2
"549" "KhPolQ_K12n_37" 12 0 -4 4
"550" "KhPolQ_K12n_37!" 12 0 4 -4
"551" "KhPolQ_K12n_38" 12 0 2 -2
"552" "KhPolQ_K12n_38!" 12 0 -2 2
"553" "KhPolQ_K12n_39" 12 0 0 0
"554" "KhPolQ_K12n_39!" 12 0 0 0
"555" "KhPolQ_K12n_40" 12 0 -2 2
"556" "KhPolQ_K12n_40!" 12 0 2 -2
"557" "KhPolQ_K12n_41" 12 0 2 0
"558" "KhPolQ_K12n_41!" 12 0 -2 0
"559" "KhPolQ_K12n_42" 12 0 -2 2
"560" "KhPolQ_K12n_42!" 12 0 2 -2
"561" "KhPolQ_K12n_43" 12 0 0 0
"562" "KhPolQ_K12n_43!" 12 0 0 0
"563" "KhPolQ_K12n_44" 12 0 -2 2
"564" "KhPolQ_K12n_44!" 12 0 2 -2
"565" "KhPolQ_K12n_45" 12 0 0 2
"566" "KhPolQ_K12n_45!" 12 0 0 -2
"567" "KhPolQ_K12n_46" 12 0 0 0
"568" "KhPolQ_K12n_46!" 12 0 0 0
"569" "KhPolQ_K12n_47" 12 0 -2 2
"570" "KhPolQ_K12n_47!" 12 0 2 -2
"571" "KhPolQ_K12n_48" 12 0 0 0
"572" "KhPolQ_K12n_48!" 12 0 0 0
"573" "KhPolQ_K12n_49" 12 0 0 0
"574" "KhPolQ_K12n_49!" 12 0 0 0
"575" "KhPolQ_K12n_50" 12 0 -2 2
"576" "KhPolQ_K12n_50!" 12 0 2 -2
"577" "KhPolQ_K12n_51" 12 0 0 0
"578" "KhPolQ_K12n_51!" 12 0 0 0
"579" "KhPolQ_K12n_52" 12 0 2 -2
"580" "KhPolQ_K12n_52!" 12 0 -2 2
"581" "KhPolQ_K12n_53" 12 0 0 0
"582" "KhPolQ_K12n_53!" 12 0 0 0
"583" "KhPolQ_K12n_54" 12 0 4 -2
"584" "KhPolQ_K12n_54!" 12 0 -4 2
"585" "KhPolQ_K12n_55" 12 0 -2 2
"586" "KhPolQ_K12n_55!" 12 0 2 -2
"587" "KhPolQ_K12n_56" 12 0 0 0
"588" "KhPolQ_K12n_56!" 12 0 0 0
"589" "KhPolQ_K12n_57" 12 0 0 0
"590" "KhPolQ_K12n_57!" 12 0 0 0
"591" "KhPolQ_K12n_58" 12 0 4 -4
"592" "KhPolQ_K12n_58!" 12 0 -4 4
"593" "KhPolQ_K12n_59" 12 0 -4 6
"594" "KhPolQ_K12n_59!" 12 0 4 -6
"595" "KhPolQ_K12n_60" 12 0 -2 2
"596" "KhPolQ_K12n_60!" 12 0 2 -2
"597" "KhPolQ_K12n_61" 12 0 -2 2
"598" "KhPolQ_K12n_61!" 12 0 2 -2
"599" "KhPolQ_K12n_62" 12 0 0 0
"600" "KhPolQ_K12n_62!" 12 0 0 0
"601" "KhPolQ_K12n_63" 12 0 2 -2
"602" "KhPolQ_K12n_63!" 12 0 -2 2
"603" "KhPolQ_K12n_64" 12 0 -4 4
"604" "KhPolQ_K12n_64!" 12 0 4 -4
"605" "KhPolQ_K12n_65" 12 0 2 0
"606" "KhPolQ_K12n_65!" 12 0 -2 0
"607" "KhPolQ_K12n_66" 12 0 0 0
"608" "KhPolQ_K12n_66!" 12 0 0 0
"609" "KhPolQ_K12n_67" 12 0 6 -6
"610" "KhPolQ_K12n_67!" 12 0 -6 6
"611" "KhPolQ_K12n_68" 12 0 -6 6
"612" "KhPolQ_K12n_68!" 12 0 6 -6
"613" "KhPolQ_K12n_69" 12 0 0 0
"614" "KhPolQ_K12n_69!" 12 0 0 0
"615" "KhPolQ_K12n_70" 12 0 -2 2
"616" "KhPolQ_K12n_70!" 12 0 2 -2
"617" "KhPolQ_K12n_71" 12 0 -2 2
"618" "KhPolQ_K12n_71!" 12 0 2 -2
"619" "KhPolQ_K12n_72" 12 0 -4 4
"620" "KhPolQ_K12n_72!" 12 0 4 -4
"621" "KhPolQ_K12n_73" 12 0 2 -2
"622" "KhPolQ_K12n_73!" 12 0 -2 2
"623" "KhPolQ_K12n_74" 12 0 -8 8
"624" "KhPolQ_K12n_74!" 12 0 8 -8
"625" "KhPolQ_K12n_75" 12 0 2 -2
"626" "KhPolQ_K12n_75!" 12 0 -2 2
"627" "KhPolQ_K12n_76" 12 0 -4 4
"628" "KhPolQ_K12n_76!" 12 0 4 -4
"629" "KhPolQ_K12n_77" 12 0 -6 6
"630" "KhPolQ_K12n_77!" 12 0 6 -6
"631" "KhPolQ_K12n_78" 12 0 0 0
"632" "KhPolQ_K12n_78!" 12 0 0 0
"633" "KhPolQ_K12n_79" 12 0 -2 2
"634" "KhPolQ_K12n_79!" 12 0 2 -2
"635" "KhPolQ_K12n_80" 12 0 2 -2
"636" "KhPolQ_K12n_80!" 12 0 -2 2
"637" "KhPolQ_K12n_81" 12 0 -4 4
"638" "KhPolQ_K12n_81!" 12 0 4 -4
"639" "KhPolQ_K12n_82" 12 0 2 -2
"640" "KhPolQ_K12n_82!" 12 0 -2 2
"641" "KhPolQ_K12n_83" 12 0 -4 4
"642" "KhPolQ_K12n_83!" 12 0 4 -4
"643" "KhPolQ_K12n_84" 12 0 -2 2
"644" "KhPolQ_K12n_84!" 12 0 2 -2
"645" "KhPolQ_K12n_85" 12 0 0 0
"646" "KhPolQ_K12n_85!" 12 0 0 0
"647" "KhPolQ_K12n_86" 12 0 -2 2
"648" "KhPolQ_K12n_86!" 12 0 2 -2
"649" "KhPolQ_K12n_87" 12 0 0 0
"650" "KhPolQ_K12n_87!" 12 0 0 0
"651" "KhPolQ_K12n_88" 12 0 -6 6
"652" "KhPolQ_K12n_88!" 12 0 6 -6
"653" "KhPolQ_K12n_89" 12 0 -6 6
"654" "KhPolQ_K12n_89!" 12 0 6 -6
"655" "KhPolQ_K12n_90" 12 0 4 -4
"656" "KhPolQ_K12n_90!" 12 0 -4 4
"657" "KhPolQ_K12n_91" 12 0 -6 8
"658" "KhPolQ_K12n_91!" 12 0 6 -8
"659" "KhPolQ_K12n_92" 12 0 0 0
"660" "KhPolQ_K12n_92!" 12 0 0 0
"661" "KhPolQ_K12n_93" 12 0 -6 6
"662" "KhPolQ_K12n_93!" 12 0 6 -6
"663" "KhPolQ_K12n_94" 12 0 -4 4
"664" "KhPolQ_K12n_94!" 12 0 4 -4
"665" "KhPolQ_K12n_95" 12 0 2 -2
"666" "KhPolQ_K12n_95!" 12 0 -2 2
"667" "KhPolQ_K12n_96" 12 0 -6 6
"668" "KhPolQ_K12n_96!" 12 0 6 -6
"669" "KhPolQ_K12n_97" 12 0 0 0
"670" "KhPolQ_K12n_97!" 12 0 0 0
"671" "KhPolQ_K12n_98" 12 0 -4 4
"672" "KhPolQ_K12n_98!" 12 0 4 -4
"673" "KhPolQ_K12n_99" 12 0 -2 2
"674" "KhPolQ_K12n_99!" 12 0 2 -2
"675" "KhPolQ_K12n_100" 12 0 -6 6
"676" "KhPolQ_K12n_100!" 12 0 6 -6
"677" "KhPolQ_K12n_101" 12 0 0 0
"678" "KhPolQ_K12n_101!" 12 0 0 0
"679" "KhPolQ_K12n_102" 12 0 -4 4
"680" "KhPolQ_K12n_102!" 12 0 4 -4
"681" "KhPolQ_K12n_103" 12 0 -6 6
"682" "KhPolQ_K12n_103!" 12 0 6 -6
"683" "KhPolQ_K12n_104" 12 0 4 -4
"684" "KhPolQ_K12n_104!" 12 0 -4 4
"685" "KhPolQ_K12n_105" 12 0 -6 8
"686" "KhPolQ_K12n_105!" 12 0 6 -8
"687" "KhPolQ_K12n_106" 12 0 0 0
"688" "KhPolQ_K12n_106!" 12 0 0 0
"689" "KhPolQ_K12n_107" 12 0 -6 6
"690" "KhPolQ_K12n_107!" 12 0 6 -6
"691" "KhPolQ_K12n_108" 12 0 -4 4
"692" "KhPolQ_K12n_108!" 12 0 4 -4
"693" "KhPolQ_K12n_109" 12 0 2 -2
"694" "KhPolQ_K12n_109!" 12 0 -2 2
"695" "KhPolQ_K12n_110" 12 0 -4 6
"696" "KhPolQ_K12n_110!" 12 0 4 -6
"697" "KhPolQ_K12n_111" 12 0 -2 2
"698" "KhPolQ_K12n_111!" 12 0 2 -2
"699" "KhPolQ_K12n_112" 12 0 -4 4
"700" "KhPolQ_K12n_112!" 12 0 4 -4
"701" "KhPolQ_K12n_113" 12 0 4 -4
"702" "KhPolQ_K12n_113!" 12 0 -4 4
"703" "KhPolQ_K12n_114" 12 0 -6 6
"704" "KhPolQ_K12n_114!" 12 0 6 -6
"705" "KhPolQ_K12n_115" 12 0 2 -2
"706" "KhPolQ_K12n_115!" 12 0 -2 2
"707" "KhPolQ_K12n_116" 12 0 2 -2
"708" "KhPolQ_K12n_116!" 12 0 -2 2
"709" "KhPolQ_K12n_117" 12 0 -4 4
"710" "KhPolQ_K12n_117!" 12 0 4 -4
"711" "KhPolQ_K12n_118" 12 0 2 0
"712" "KhPolQ_K12n_118!" 12 0 -2 0
"713" "KhPolQ_K12n_119" 12 0 -4 2
"714" "KhPolQ_K12n_119!" 12 0 4 -2
"715" "KhPolQ_K12n_120" 12 0 2 -4
"716" "KhPolQ_K12n_120!" 12 0 -2 4
"717" "KhPolQ_K12n_121" 12 0 0 -2
"718" "KhPolQ_K12n_121!" 12 0 0 2
"719" "KhPolQ_K12n_122" 12 0 -2 2
"720" "KhPolQ_K12n_122!" 12 0 2 -2
"721" "KhPolQ_K12n_123" 12 0 -4 4
"722" "KhPolQ_K12n_123!" 12 0 4 -4
"723" "KhPolQ_K12n_124" 12 0 2 0
"724" "KhPolQ_K12n_124!" 12 0 -2 0
"725" "KhPolQ_K12n_125" 12 0 -4 4
"726" "KhPolQ_K12n_125!" 12 0 4 -4
"727" "KhPolQ_K12n_126" 12 0 -2 2
"728" "KhPolQ_K12n_126!" 12 0 2 -2
"729" "KhPolQ_K12n_127" 12 0 -2 2
"730" "KhPolQ_K12n_127!" 12 0 2 -2
"731" "KhPolQ_K12n_128" 12 0 -4 4
"732" "KhPolQ_K12n_128!" 12 0 4 -4
"733" "KhPolQ_K12n_129" 12 0 2 0
"734" "KhPolQ_K12n_129!" 12 0 -2 0
"735" "KhPolQ_K12n_130" 12 0 0 0
"736" "KhPolQ_K12n_130!" 12 0 0 0
"737" "KhPolQ_K12n_131" 12 0 -2 2
"738" "KhPolQ_K12n_131!" 12 0 2 -2
"739" "KhPolQ_K12n_132" 12 0 0 0
"740" "KhPolQ_K12n_132!" 12 0 0 0
"741" "KhPolQ_K12n_133" 12 0 -6 6
"742" "KhPolQ_K12n_133!" 12 0 6 -6
"743" "KhPolQ_K12n_134" 12 0 -6 6
"744" "KhPolQ_K12n_134!" 12 0 6 -6
"745" "KhPolQ_K12n_135" 12 0 4 -4
"746" "KhPolQ_K12n_135!" 12 0 -4 4
"747" "KhPolQ_K12n_136" 12 0 -6 8
"748" "KhPolQ_K12n_136!" 12 0 6 -8
"749" "KhPolQ_K12n_137" 12 0 0 0
"750" "KhPolQ_K12n_137!" 12 0 0 0
"751" "KhPolQ_K12n_138" 12 0 -6 6
"752" "KhPolQ_K12n_138!" 12 0 6 -6
"753" "KhPolQ_K12n_139" 12 0 -4 4
"754" "KhPolQ_K12n_139!" 12 0 4 -4
"755" "KhPolQ_K12n_140" 12 0 -2 2
"756" "KhPolQ_K12n_140!" 12 0 2 -2
"757" "KhPolQ_K12n_141" 12 0 0 0
"758" "KhPolQ_K12n_141!" 12 0 0 0
"759" "KhPolQ_K12n_142" 12 0 -2 2
"760" "KhPolQ_K12n_142!" 12 0 2 -2
"761" "KhPolQ_K12n_143" 12 0 -4 2
"762" "KhPolQ_K12n_143!" 12 0 4 -2
"763" "KhPolQ_K12n_144" 12 0 2 -2
"764" "KhPolQ_K12n_144!" 12 0 -2 2
"765" "KhPolQ_K12n_145" 12 0 0 0
"766" "KhPolQ_K12n_145!" 12 0 0 0
"767" "KhPolQ_K12n_146" 12 0 2 -2
"768" "KhPolQ_K12n_146!" 12 0 -2 2
"769" "KhPolQ_K12n_147" 12 0 -2 2
"770" "KhPolQ_K12n_147!" 12 0 2 -2
"771" "KhPolQ_K12n_148" 12 0 4 -6
"772" "KhPolQ_K12n_148!" 12 0 -4 6
"773" "KhPolQ_K12n_149" 12 0 4 -4
"774" "KhPolQ_K12n_149!" 12 0 -4 4
"775" "KhPolQ_K12n_150" 12 0 -4 4
"776" "KhPolQ_K12n_150!" 12 0 4 -4
"777" "KhPolQ_K12n_151" 12 0 -2 2
"778" "KhPolQ_K12n_151!" 12 0 2 -2
"779" "KhPolQ_K12n_152" 12 0 0 0
"780" "KhPolQ_K12n_152!" 12 0 0 0
"781" "KhPolQ_K12n_153" 12 0 -8 8
"782" "KhPolQ_K12n_153!" 12 0 8 -8
"783" "KhPolQ_K12n_154" 12 0 2 -2
"784" "KhPolQ_K12n_154!" 12 0 -2 2
"785" "KhPolQ_K12n_155" 12 0 -4 4
"786" "KhPolQ_K12n_155!" 12 0 4 -4
"787" "KhPolQ_K12n_156" 12 0 -4 4
"788" "KhPolQ_K12n_156!" 12 0 4 -4
"789" "KhPolQ_K12n_157" 12 0 -2 2
"790" "KhPolQ_K12n_157!" 12 0 2 -2
"791" "KhPolQ_K12n_158" 12 0 0 0
"792" "KhPolQ_K12n_158!" 12 0 0 0
"793" "KhPolQ_K12n_159" 12 0 2 -2
"794" "KhPolQ_K12n_159!" 12 0 -2 2
"795" "KhPolQ_K12n_160" 12 0 0 0
"796" "KhPolQ_K12n_160!" 12 0 0 0
"797" "KhPolQ_K12n_161" 12 0 -2 2
"798" "KhPolQ_K12n_161!" 12 0 2 -2
"799" "KhPolQ_K12n_162" 12 0 0 0
"800" "KhPolQ_K12n_162!" 12 0 0 0
"801" "KhPolQ_K12n_163" 12 0 -6 6
"802" "KhPolQ_K12n_163!" 12 0 6 -6
"803" "KhPolQ_K12n_164" 12 0 0 0
"804" "KhPolQ_K12n_164!" 12 0 0 0
"805" "KhPolQ_K12n_165" 12 0 -2 2
"806" "KhPolQ_K12n_165!" 12 0 2 -2
"807" "KhPolQ_K12n_166" 12 0 -8 8
"808" "KhPolQ_K12n_166!" 12 0 8 -8
"809" "KhPolQ_K12n_167" 12 0 2 -2
"810" "KhPolQ_K12n_167!" 12 0 -2 2
"811" "KhPolQ_K12n_168" 12 0 -4 4
"812" "KhPolQ_K12n_168!" 12 0 4 -4
"813" "KhPolQ_K12n_169" 12 0 -6 6
"814" "KhPolQ_K12n_169!" 12 0 6 -6
"815" "KhPolQ_K12n_170" 12 0 0 0
"816" "KhPolQ_K12n_170!" 12 0 0 0
"817" "KhPolQ_K12n_171" 12 0 -2 2
"818" "KhPolQ_K12n_171!" 12 0 2 -2
"819" "KhPolQ_K12n_172" 12 0 -6 6
"820" "KhPolQ_K12n_172!" 12 0 6 -6
"821" "KhPolQ_K12n_173" 12 0 -2 2
"822" "KhPolQ_K12n_173!" 12 0 2 -2
"823" "KhPolQ_K12n_174" 12 0 0 0
"824" "KhPolQ_K12n_174!" 12 0 0 0
"825" "KhPolQ_K12n_175" 12 0 -2 4
"826" "KhPolQ_K12n_175!" 12 0 2 -4
"827" "KhPolQ_K12n_176" 12 0 -2 2
"828" "KhPolQ_K12n_176!" 12 0 2 -2
"829" "KhPolQ_K12n_177" 12 0 -6 6
"830" "KhPolQ_K12n_177!" 12 0 6 -6
"831" "KhPolQ_K12n_178" 12 0 0 0
"832" "KhPolQ_K12n_178!" 12 0 0 0
"833" "KhPolQ_K12n_179" 12 0 -4 4
"834" "KhPolQ_K12n_179!" 12 0 4 -4
"835" "KhPolQ_K12n_180" 12 0 0 0
"836" "KhPolQ_K12n_180!" 12 0 0 0
"837" "KhPolQ_K12n_181" 12 0 -2 2
"838" "KhPolQ_K12n_181!" 12 0 2 -2
"839" "KhPolQ_K12n_182" 12 0 -2 2
"840" "KhPolQ_K12n_182!" 12 0 2 -2
"841" "KhPolQ_K12n_183" 12 0 -4 4
"842" "KhPolQ_K12n_183!" 12 0 4 -4
"843" "KhPolQ_K12n_184" 12 0 2 -2
"844" "KhPolQ_K12n_184!" 12 0 -2 2
"845" "KhPolQ_K12n_185" 12 0 -6 6
"846" "KhPolQ_K12n_185!" 12 0 6 -6
"847" "KhPolQ_K12n_186" 12 0 4 -4
"848" "KhPolQ_K12n_186!" 12 0 -4 4
"849" "KhPolQ_K12n_187" 12 0 -6 8
"850" "KhPolQ_K12n_187!" 12 0 6 -8
"851" "KhPolQ_K12n_188" 12 0 -4 4
"852" "KhPolQ_K12n_188!" 12 0 4 -4
"853" "KhPolQ_K12n_189" 12 0 -2 2
"854" "KhPolQ_K12n_189!" 12 0 2 -2
"855" "KhPolQ_K12n_190" 12 0 4 -4
"856" "KhPolQ_K12n_190!" 12 0 -4 4
"857" "KhPolQ_K12n_191" 12 0 -6 6
"858" "KhPolQ_K12n_191!" 12 0 6 -6
"859" "KhPolQ_K12n_192" 12 0 2 -2
"860" "KhPolQ_K12n_192!" 12 0 -2 2
"861" "KhPolQ_K12n_193" 12 0 2 -2
"862" "KhPolQ_K12n_193!" 12 0 -2 2
"863" "KhPolQ_K12n_194" 12 0 -4 4
"864" "KhPolQ_K12n_194!" 12 0 4 -4
"865" "KhPolQ_K12n_195" 12 0 2 -2
"866" "KhPolQ_K12n_195!" 12 0 -2 2
"867" "KhPolQ_K12n_196" 12 0 -4 4
"868" "KhPolQ_K12n_196!" 12 0 4 -4
"869" "KhPolQ_K12n_197" 12 0 -2 2
"870" "KhPolQ_K12n_197!" 12 0 2 -2
"871" "KhPolQ_K12n_198" 12 0 -2 0
"872" "KhPolQ_K12n_198!" 12 0 2 0
"873" "KhPolQ_K12n_199" 12 0 2 -4
"874" "KhPolQ_K12n_199!" 12 0 -2 4
"875" "KhPolQ_K12n_200" 12 0 0 -2
"876" "KhPolQ_K12n_200!" 12 0 0 2
"877" "KhPolQ_K12n_201" 12 0 -4 4
"878" "KhPolQ_K12n_201!" 12 0 4 -4
"879" "KhPolQ_K12n_202" 12 0 2 -2
"880" "KhPolQ_K12n_202!" 12 0 -2 2
"881" "KhPolQ_K12n_203" 12 0 -6 6
"882" "KhPolQ_K12n_203!" 12 0 6 -6
"883" "KhPolQ_K12n_204" 12 0 -4 4
"884" "KhPolQ_K12n_204!" 12 0 4 -4
"885" "KhPolQ_K12n_205" 12 0 -4 4
"886" "KhPolQ_K12n_205!" 12 0 4 -4
"887" "KhPolQ_K12n_206" 12 0 2 -2
"888" "KhPolQ_K12n_206!" 12 0 -2 2
"889" "KhPolQ_K12n_207" 12 0 -4 6
"890" "KhPolQ_K12n_207!" 12 0 4 -6
"891" "KhPolQ_K12n_208" 12 0 2 -2
"892" "KhPolQ_K12n_208!" 12 0 -2 2
"893" "KhPolQ_K12n_209" 12 0 -4 4
"894" "KhPolQ_K12n_209!" 12 0 4 -4
"895" "KhPolQ_K12n_210" 12 0 0 0
"896" "KhPolQ_K12n_210!" 12 0 0 0
"897" "KhPolQ_K12n_211" 12 0 -2 2
"898" "KhPolQ_K12n_211!" 12 0 2 -2
"899" "KhPolQ_K12n_212" 12 0 2 -2
"900" "KhPolQ_K12n_212!" 12 0 -2 2
"901" "KhPolQ_K12n_213" 12 0 -4 4
"902" "KhPolQ_K12n_213!" 12 0 4 -4
"903" "KhPolQ_K12n_214" 12 0 0 0
"904" "KhPolQ_K12n_214!" 12 0 0 0
"905" "KhPolQ_K12n_215" 12 0 -4 4
"906" "KhPolQ_K12n_215!" 12 0 4 -4
"907" "KhPolQ_K12n_216" 12 0 2 -2
"908" "KhPolQ_K12n_216!" 12 0 -2 2
"909" "KhPolQ_K12n_217" 12 0 -4 6
"910" "KhPolQ_K12n_217!" 12 0 4 -6
"911" "KhPolQ_K12n_218" 12 0 0 -2
"912" "KhPolQ_K12n_218!" 12 0 0 2
"913" "KhPolQ_K12n_219" 12 0 -2 2
"914" "KhPolQ_K12n_219!" 12 0 2 -2
"915" "KhPolQ_K12n_220" 12 0 -4 6
"916" "KhPolQ_K12n_220!" 12 0 4 -6
"917" "KhPolQ_K12n_221" 12 0 0 0
"918" "KhPolQ_K12n_221!" 12 0 0 0
"919" "KhPolQ_K12n_222" 12 0 -4 4
"920" "KhPolQ_K12n_222!" 12 0 4 -4
"921" "KhPolQ_K12n_223" 12 0 -2 2
"922" "KhPolQ_K12n_223!" 12 0 2 -2
"923" "KhPolQ_K12n_224" 12 0 0 0
"924" "KhPolQ_K12n_224!" 12 0 0 0
"925" "KhPolQ_K12n_225" 12 0 -2 2
"926" "KhPolQ_K12n_225!" 12 0 2 -2
"927" "KhPolQ_K12n_226" 12 0 -4 4
"928" "KhPolQ_K12n_226!" 12 0 4 -4
"929" "KhPolQ_K12n_227" 12 0 2 -2
"930" "KhPolQ_K12n_227!" 12 0 -2 2
"931" "KhPolQ_K12n_228" 12 0 -4 6
"932" "KhPolQ_K12n_228!" 12 0 4 -6
"933" "KhPolQ_K12n_229" 12 0 -6 6
"934" "KhPolQ_K12n_229!" 12 0 6 -6
"935" "KhPolQ_K12n_230" 12 0 -2 2
"936" "KhPolQ_K12n_230!" 12 0 2 -2
"937" "KhPolQ_K12n_231" 12 0 2 -2
"938" "KhPolQ_K12n_231!" 12 0 -2 2
"939" "KhPolQ_K12n_232" 12 0 2 -2
"940" "KhPolQ_K12n_232!" 12 0 -2 2
"941" "KhPolQ_K12n_233" 12 0 4 -4
"942" "KhPolQ_K12n_233!" 12 0 -4 4
"943" "KhPolQ_K12n_234" 12 0 -6 6
"944" "KhPolQ_K12n_234!" 12 0 6 -6
"945" "KhPolQ_K12n_235" 12 0 4 -4
"946" "KhPolQ_K12n_235!" 12 0 -4 4
"947" "KhPolQ_K12n_236" 12 0 2 -2
"948" "KhPolQ_K12n_236!" 12 0 -2 2
"949" "KhPolQ_K12n_237" 12 0 -4 4
"950" "KhPolQ_K12n_237!" 12 0 4 -4
"951" "KhPolQ_K12n_238" 12 0 2 -2
"952" "KhPolQ_K12n_238!" 12 0 -2 2
"953" "KhPolQ_K12n_239" 12 0 2 -2
"954" "KhPolQ_K12n_239!" 12 0 -2 2
"955" "KhPolQ_K12n_240" 12 0 -4 4
"956" "KhPolQ_K12n_240!" 12 0 4 -4
"957" "KhPolQ_K12n_241" 12 0 2 -2
"958" "KhPolQ_K12n_241!" 12 0 -2 2
"959" "KhPolQ_K12n_242" 12 0 -8 10
"960" "KhPolQ_K12n_242!" 12 0 8 -10
"961" "KhPolQ_K12n_243" 12 0 -8 8
"962" "KhPolQ_K12n_243!" 12 0 8 -8
"963" "KhPolQ_K12n_244" 12 0 -8 8
"964" "KhPolQ_K12n_244!" 12 0 8 -8
"965" "KhPolQ_K12n_245" 12 0 -6 6
"966" "KhPolQ_K12n_245!" 12 0 6 -6
"967" "KhPolQ_K12n_246" 12 0 0 0
"968" "KhPolQ_K12n_246!" 12 0 0 0
"969" "KhPolQ_K12n_247" 12 0 -2 2
"970" "KhPolQ_K12n_247!" 12 0 2 -2
"971" "KhPolQ_K12n_248" 12 0 0 0
"972" "KhPolQ_K12n_248!" 12 0 0 0
"973" "KhPolQ_K12n_249" 12 0 -2 2
"974" "KhPolQ_K12n_249!" 12 0 2 -2
"975" "KhPolQ_K12n_250" 12 0 0 0
"976" "KhPolQ_K12n_250!" 12 0 0 0
"977" "KhPolQ_K12n_251" 12 0 -6 6
"978" "KhPolQ_K12n_251!" 12 0 6 -6
"979" "KhPolQ_K12n_252" 12 0 0 0
"980" "KhPolQ_K12n_252!" 12 0 0 0
"981" "KhPolQ_K12n_253" 12 0 2 -2
"982" "KhPolQ_K12n_253!" 12 0 -2 2
"983" "KhPolQ_K12n_254" 12 0 -4 4
"984" "KhPolQ_K12n_254!" 12 0 4 -4
"985" "KhPolQ_K12n_255" 12 0 -2 2
"986" "KhPolQ_K12n_255!" 12 0 2 -2
"987" "KhPolQ_K12n_256" 12 0 0 0
"988" "KhPolQ_K12n_256!" 12 0 0 0
"989" "KhPolQ_K12n_257" 12 0 0 0
"990" "KhPolQ_K12n_257!" 12 0 0 0
"991" "KhPolQ_K12n_258" 12 0 -2 0
"992" "KhPolQ_K12n_258!" 12 0 2 0
"993" "KhPolQ_K12n_259" 12 0 -6 6
"994" "KhPolQ_K12n_259!" 12 0 6 -6
"995" "KhPolQ_K12n_260" 12 0 0 -2
"996" "KhPolQ_K12n_260!" 12 0 0 2
"997" "KhPolQ_K12n_261" 12 0 -4 4
"998" "KhPolQ_K12n_261!" 12 0 4 -4
"999" "KhPolQ_K12n_262" 12 0 0 0
"1000" "KhPolQ_K12n_262!" 12 0 0 0
"1001" "KhPolQ_K12n_263" 12 0 -2 2
"1002" "KhPolQ_K12n_263!" 12 0 2 -2
"1003" "KhPolQ_K12n_264" 12 0 0 0
"1004" "KhPolQ_K12n_264!" 12 0 0 0
"1005" "KhPolQ_K12n_265" 12 0 -2 0
"1006" "KhPolQ_K12n_265!" 12 0 2 0
"1007" "KhPolQ_K12n_266" 12 0 0 0
"1008" "KhPolQ_K12n_266!" 12 0 0 0
"1009" "KhPolQ_K12n_267" 12 0 -2 2
"1010" "KhPolQ_K12n_267!" 12 0 2 -2
"1011" "KhPolQ_K12n_268" 12 0 0 0
"1012" "KhPolQ_K12n_268!" 12 0 0 0
"1013" "KhPolQ_K12n_269" 12 0 0 0
"1014" "KhPolQ_K12n_269!" 12 0 0 0
"1015" "KhPolQ_K12n_270" 12 0 2 -2
"1016" "KhPolQ_K12n_270!" 12 0 -2 2
"1017" "KhPolQ_K12n_271" 12 0 0 0
"1018" "KhPolQ_K12n_271!" 12 0 0 0
"1019" "KhPolQ_K12n_272" 12 0 2 -2
"1020" "KhPolQ_K12n_272!" 12 0 -2 2
